name,city,cuisine,rating,review_text,review_date,lat,lon,zone,num_reviews,price_range,delivery_time,menu_item_popularity
Pizza Hub,Mumbai,Indian,5.0,Delicious and fresh meals every time.,2024-10-23,19.06766258888558,72.89107046037701,Zone A,2444,₹700-₹1200,43,24
Cafe Bliss,Delhi,Mexican,3.3,"Neutral taste, ambience was normal.",2023-11-02,28.618674633619655,77.20963614361094,Zone C,623,₹1200+,21,73
Taco Fiesta,Delhi,Chinese,4.7,"Highly recommended, worth the price.",2023-09-23,28.5977153213015,77.19229986623122,Zone B,4350,₹1200+,57,99
Spice Villa,Mumbai,Japanese,3.1,"Average place, food was fine.",2024-11-08,19.078174332711665,72.88854817830574,Zone C,1255,₹700-₹1200,55,76
Grill House,Mumbai,Fast Food,5.0,"Highly recommended, worth the price.",2024-11-22,19.082827897335473,72.85964455659762,Zone B,4303,₹400-₹700,69,28
Sushi Bay,Chennai,Indian,5.0,Amazing food and great service!,2024-03-01,13.066078294465585,80.26596429536566,Zone B,3838,₹200-₹400,22,6
Grill House,Pune,Chinese,4.3,Amazing food and great service!,2024-01-11,18.518056262726095,73.85890809582662,Zone B,1531,₹1200+,48,29
Curry Corner,Chennai,Indian,3.2,"It was okay, nothing special.",2023-06-27,13.06642069436802,80.25153821187322,Zone C,906,₹1200+,64,59
Sushi Bay,Mumbai,Mediterranean,5.0,Delicious and fresh meals every time.,2023-11-02,19.091603229783352,72.86926336368693,Zone A,2042,₹700-₹1200,62,48
Cafe Bliss,Kolkata,Chinese,5.0,Amazing food and great service!,2024-01-04,22.581623396237845,88.3717887431344,Zone B,1714,₹700-₹1200,47,90
Pasta Point,Pune,Fast Food,3.8,"Neutral taste, ambience was normal.",2024-03-04,18.50175412484228,73.8652276069281,Zone B,970,₹200-₹400,20,52
Burger Town,Chennai,Indian,5.0,Delicious and fresh meals every time.,2024-08-12,13.100281006639767,80.2685516890336,Zone A,3683,₹200-₹400,24,21
Burger Town,Jaipur,Japanese,5.0,Amazing food and great service!,2024-09-15,26.901116128304103,75.7959459596041,Zone A,131,₹200-₹400,26,98
Taco Fiesta,Hyderabad,Mexican,4.5,"Loved it, definitely coming back!",2024-01-19,17.377798235664628,78.48663380482368,Zone A,4758,₹400-₹700,51,70
Royal Biryani,Hyderabad,Fast Food,5.0,Delicious and fresh meals every time.,2024-07-29,17.38338207651561,78.50236275938519,Zone B,4623,₹200-₹400,60,30
Royal Biryani,Bangalore,Chinese,5.0,Amazing food and great service!,2023-08-24,12.96727854541348,77.57978516551461,Zone A,1193,₹400-₹700,29,96
Royal Biryani,Bangalore,Indian,4.5,"Highly recommended, worth the price.",2023-11-15,12.951616126148553,77.61084056904623,Zone B,4885,₹400-₹700,50,22
Burger Town,Pune,Italian,5.0,Fantastic taste and super friendly staff.,2024-06-19,18.53411646323207,73.84277405978602,Zone A,4972,₹700-₹1200,63,31
Pasta Point,Bangalore,Chinese,4.3,"Loved it, definitely coming back!",2023-06-08,12.97146957919284,77.59745998233419,Zone A,162,₹200-₹400,75,40
Pasta Point,Hyderabad,Chinese,4.8,"Loved it, definitely coming back!",2024-05-14,17.377036919503237,78.46915397852797,Zone B,671,₹400-₹700,38,55
Taco Fiesta,Kolkata,Cafe,4.5,Amazing food and great service!,2024-05-04,22.579322303281288,88.34460508058802,Zone B,4308,₹400-₹700,65,50
Taco Fiesta,Delhi,Fast Food,4.2,Amazing food and great service!,2024-11-03,28.62645471262826,77.22775087304838,Zone C,3217,₹200-₹400,41,27
Pizza Hub,Hyderabad,Chinese,5.0,Fantastic taste and super friendly staff.,2023-07-04,17.366511760173385,78.48090789972098,Zone A,912,₹700-₹1200,42,48
Sushi Bay,Pune,Mexican,5.0,Fantastic taste and super friendly staff.,2024-10-11,18.516602964389772,73.87024591602233,Zone A,4535,₹400-₹700,40,48
Pasta Point,Chennai,Italian,5.0,Delicious and fresh meals every time.,2023-03-29,13.089540298793665,80.28983185242441,Zone A,4075,₹700-₹1200,52,70
Pizza Hub,Jaipur,Fast Food,4.3,Delicious and fresh meals every time.,2023-08-04,26.902721984800717,75.77692613269437,Zone C,423,₹700-₹1200,60,19
Grill House,Hyderabad,Cafe,2.6,"Neutral taste, ambience was normal.",2024-10-11,17.369353197939684,78.49055776224152,Zone C,1639,₹700-₹1200,73,92
Pasta Point,Kolkata,Fast Food,5.0,Amazing food and great service!,2024-11-05,22.571077605655613,88.35835500616344,Zone B,3463,₹400-₹700,46,8
Sushi Bay,Kolkata,Mediterranean,4.8,Delicious and fresh meals every time.,2023-08-18,22.553478194665804,88.35433401792125,Zone B,2806,₹700-₹1200,69,74
Sushi Bay,Delhi,Japanese,5.0,Amazing food and great service!,2024-03-23,28.629229212106477,77.2198033746649,Zone A,3251,₹200-₹400,41,100
Sushi Bay,Pune,Italian,4.9,Amazing food and great service!,2023-12-19,18.50210066147417,73.86692282685121,Zone C,2392,₹700-₹1200,60,80
Curry Corner,Bangalore,Japanese,5.0,Delicious and fresh meals every time.,2024-08-22,12.951867431265343,77.57829273687264,Zone A,3943,₹400-₹700,22,7
Burger Town,Chennai,Fast Food,5.0,Amazing food and great service!,2023-01-04,13.073443501845112,80.28099439489468,Zone A,2885,₹400-₹700,62,18
Burger Town,Mumbai,Mediterranean,3.1,"It was okay, nothing special.",2023-10-01,19.065912584720582,72.88194163637851,Zone B,86,₹200-₹400,66,50
Grill House,Jaipur,Mediterranean,5.0,"Highly recommended, worth the price.",2024-06-13,26.909704776204073,75.80206045808725,Zone A,2190,₹700-₹1200,53,10
Cafe Bliss,Hyderabad,Fast Food,5.0,"Loved it, definitely coming back!",2024-04-10,17.378572492862215,78.49008265271735,Zone A,1482,₹1200+,29,31
Grill House,Jaipur,Italian,4.6,Fantastic taste and super friendly staff.,2024-11-17,26.91756914500951,75.80203956897257,Zone C,981,₹200-₹400,50,8
Burger Town,Kolkata,Indian,4.5,Fantastic taste and super friendly staff.,2023-07-13,22.589222555694413,88.34586417210609,Zone B,3528,₹200-₹400,35,48
Taco Fiesta,Mumbai,Japanese,4.6,"Highly recommended, worth the price.",2023-09-11,19.094452318032047,72.88410732852279,Zone A,4108,₹200-₹400,27,61
Taco Fiesta,Kolkata,Japanese,3.0,Just an ordinary meal.,2024-08-11,22.553865042554932,88.37831080779691,Zone C,2311,₹700-₹1200,49,54
Pizza Hub,Chennai,Fast Food,2.0,Would not recommend to anyone.,2024-12-20,13.065135665863004,80.25197449591303,Zone C,3936,₹400-₹700,35,65
Royal Biryani,Mumbai,Mediterranean,5.0,Fantastic taste and super friendly staff.,2023-10-26,19.0583846947764,72.8892740694449,Zone A,1981,₹700-₹1200,36,6
Pizza Hub,Chennai,Mediterranean,5.0,Delicious and fresh meals every time.,2024-11-03,13.086988590598084,80.25766737720475,Zone A,1199,₹400-₹700,30,16
Grill House,Jaipur,Cafe,4.2,"Highly recommended, worth the price.",2023-03-02,26.903604933105857,75.7900261066337,Zone C,3962,₹400-₹700,73,65
Spice Villa,Bangalore,Italian,5.0,"Loved it, definitely coming back!",2024-12-06,12.970726934776003,77.58420735815129,Zone B,3195,₹400-₹700,75,17
Burger Town,Bangalore,Cafe,4.1,"Loved it, definitely coming back!",2024-05-24,12.971480326503967,77.60010902387772,Zone B,3116,₹1200+,44,74
Pasta Point,Kolkata,Mexican,4.6,"Loved it, definitely coming back!",2023-12-07,22.559906506841244,88.3605856729502,Zone B,932,₹700-₹1200,48,41
Cafe Bliss,Pune,Cafe,4.3,"Loved it, definitely coming back!",2023-10-02,18.529295447399672,73.85228977726291,Zone B,3871,₹700-₹1200,72,15
Spice Villa,Bangalore,Fast Food,4.9,"Highly recommended, worth the price.",2024-04-01,12.980441939333119,77.60871590526189,Zone A,2855,₹400-₹700,42,64
Royal Biryani,Delhi,Mexican,3.3,"Decent experience, could be better.",2024-12-23,28.596509450729336,77.19051217699142,Zone C,3756,₹700-₹1200,28,68
Curry Corner,Jaipur,Mediterranean,2.4,Extremely disappointing experience.,2024-08-13,26.906864031769025,75.79356340912906,Zone C,119,₹400-₹700,40,45
Curry Corner,Bangalore,Fast Food,4.7,Amazing food and great service!,2023-06-07,12.970288933716086,77.59176557590587,Zone B,2873,₹1200+,70,22
Burger Town,Bangalore,Fast Food,4.9,"Loved it, definitely coming back!",2023-12-12,12.960726138744873,77.60626267133196,Zone B,1784,₹400-₹700,61,14
Pasta Point,Delhi,Mexican,5.0,Fantastic taste and super friendly staff.,2023-12-29,28.61900764707716,77.2139187634067,Zone B,2816,₹700-₹1200,38,43
Taco Fiesta,Kolkata,Fast Food,5.0,Amazing food and great service!,2023-12-25,22.566493508227044,88.34512120322624,Zone A,2077,₹700-₹1200,23,53
Pasta Point,Pune,Italian,5.0,Amazing food and great service!,2023-05-05,18.503696730456618,73.83955346083194,Zone A,4089,₹700-₹1200,52,85
Spice Villa,Chennai,Italian,5.0,Amazing food and great service!,2024-02-17,13.10087801318221,80.27652937420503,Zone A,32,₹200-₹400,35,51
Taco Fiesta,Jaipur,Mediterranean,1.5,Would not recommend to anyone.,2023-10-01,26.925766966143055,75.77825877019168,Zone C,1517,₹1200+,36,10
Curry Corner,Chennai,Fast Food,5.0,Delicious and fresh meals every time.,2023-10-25,13.07929256321739,80.2716376521483,Zone A,4298,₹1200+,21,73
Burger Town,Mumbai,Mediterranean,5.0,Amazing food and great service!,2024-11-02,19.08123426197333,72.85832465991567,Zone A,388,₹1200+,58,24
Cafe Bliss,Hyderabad,Japanese,3.6,Just an ordinary meal.,2023-05-05,17.381628308851493,78.47602489144566,Zone C,1429,₹400-₹700,47,70
Pasta Point,Chennai,Mediterranean,4.5,Delicious and fresh meals every time.,2023-08-09,13.07916300833383,80.27983693125104,Zone B,2408,₹400-₹700,42,14
Royal Biryani,Kolkata,Fast Food,3.5,"Neutral taste, ambience was normal.",2024-10-29,22.58696227414067,88.34412839817043,Zone C,3341,₹700-₹1200,35,20
Sushi Bay,Pune,Fast Food,4.6,Amazing food and great service!,2024-10-21,18.51675026143006,73.85328472085608,Zone B,522,₹200-₹400,72,33
Royal Biryani,Jaipur,Chinese,2.4,Extremely disappointing experience.,2023-06-23,26.91385413281858,75.77307960056294,Zone C,3037,₹200-₹400,52,40
Grill House,Hyderabad,Cafe,3.9,"Decent experience, could be better.",2024-10-14,17.40069084094436,78.48614791725382,Zone B,4599,₹700-₹1200,57,6
Pasta Point,Hyderabad,Fast Food,4.6,Amazing food and great service!,2023-06-12,17.373923820087047,78.48662654896165,Zone B,2545,₹400-₹700,47,84
Grill House,Chennai,Japanese,4.3,"Loved it, definitely coming back!",2024-12-26,13.097037255786098,80.25223836150448,Zone C,3096,₹1200+,49,85
Grill House,Hyderabad,Italian,5.0,"Loved it, definitely coming back!",2023-06-13,17.383665918644134,78.50380834722382,Zone B,4518,₹700-₹1200,26,92
Cafe Bliss,Hyderabad,Mexican,3.4,"Neutral taste, ambience was normal.",2023-06-27,17.381190984610374,78.48048218698824,Zone C,1359,₹1200+,70,94
Royal Biryani,Hyderabad,Mexican,4.0,Fantastic taste and super friendly staff.,2024-10-13,17.39435067315372,78.50384327262188,Zone B,2933,₹400-₹700,39,93
Pizza Hub,Pune,Cafe,4.6,Delicious and fresh meals every time.,2023-01-16,18.537629532258197,73.84950265484913,Zone B,4734,₹1200+,74,42
Royal Biryani,Mumbai,Mediterranean,4.4,Amazing food and great service!,2024-03-11,19.082551768843892,72.89535361315977,Zone B,3102,₹400-₹700,26,81
Taco Fiesta,Mumbai,Fast Food,3.8,"Neutral taste, ambience was normal.",2023-07-13,19.08149499326198,72.88258510023927,Zone C,4896,₹700-₹1200,63,26
Pizza Hub,Mumbai,Mediterranean,4.7,"Loved it, definitely coming back!",2024-04-19,19.05637854498178,72.86374316228569,Zone B,2321,₹700-₹1200,67,16
Spice Villa,Kolkata,Indian,5.0,"Highly recommended, worth the price.",2023-07-13,22.557098459976746,88.35290871268576,Zone A,2455,₹200-₹400,56,36
Curry Corner,Bangalore,Mexican,3.4,"It was okay, nothing special.",2023-09-27,12.971809223000523,77.61442921003096,Zone C,3944,₹400-₹700,29,70
Pizza Hub,Pune,Mexican,3.6,"It was okay, nothing special.",2024-03-20,18.51321234377384,73.86988117324516,Zone C,2966,₹400-₹700,64,65
Taco Fiesta,Pune,Fast Food,5.0,Delicious and fresh meals every time.,2024-06-05,18.53300247694601,73.84630214851356,Zone A,1774,₹200-₹400,58,50
Burger Town,Jaipur,Mediterranean,4.2,"Highly recommended, worth the price.",2023-07-31,26.896521127266134,75.7678477225538,Zone A,2774,₹200-₹400,51,44
Sushi Bay,Pune,Mediterranean,2.1,Extremely disappointing experience.,2023-11-22,18.50911800979964,73.84469292851725,Zone C,4288,₹700-₹1200,50,69
Pizza Hub,Pune,Chinese,5.0,Delicious and fresh meals every time.,2023-02-06,18.522760137884507,73.86887854312518,Zone A,673,₹700-₹1200,63,93
Sushi Bay,Jaipur,Mediterranean,4.7,Amazing food and great service!,2024-08-28,26.90236742106593,75.80563885603134,Zone B,2906,₹400-₹700,40,31
Taco Fiesta,Delhi,Mexican,5.0,Amazing food and great service!,2024-10-02,28.62414416679919,77.22857962842265,Zone A,42,₹700-₹1200,23,57
Sushi Bay,Pune,Mediterranean,4.6,Fantastic taste and super friendly staff.,2023-04-14,18.532007261136012,73.8721252527268,Zone B,3488,₹200-₹400,49,8
Sushi Bay,Pune,Chinese,4.8,"Highly recommended, worth the price.",2023-04-13,18.539327157350897,73.87026464594094,Zone C,2981,₹700-₹1200,34,84
Taco Fiesta,Hyderabad,Cafe,3.2,Just an ordinary meal.,2024-06-12,17.37070244485752,78.48492497416169,Zone C,4802,₹1200+,23,63
Burger Town,Pune,Chinese,4.3,Delicious and fresh meals every time.,2024-02-26,18.528760083080503,73.83848389081125,Zone A,4847,₹1200+,31,56
Pasta Point,Jaipur,Chinese,5.0,Delicious and fresh meals every time.,2023-02-28,26.913948074062013,75.80212646434181,Zone A,3526,₹1200+,31,97
Burger Town,Hyderabad,Indian,4.6,Amazing food and great service!,2024-06-17,17.383173888390623,78.46781065832,Zone B,2858,₹1200+,49,35
Royal Biryani,Bangalore,Mexican,5.0,"Loved it, definitely coming back!",2024-01-04,12.962644034839233,77.58708492863018,Zone A,2762,₹200-₹400,25,8
Grill House,Bangalore,Mexican,4.0,"Highly recommended, worth the price.",2024-12-29,12.97552552324535,77.60346573032281,Zone B,16,₹700-₹1200,21,97
Cafe Bliss,Jaipur,Indian,5.0,"Highly recommended, worth the price.",2023-11-27,26.92705566633925,75.80686662617121,Zone B,1363,₹200-₹400,52,10
Taco Fiesta,Jaipur,Chinese,5.0,Amazing food and great service!,2024-01-30,26.903271244261557,75.79246210751145,Zone A,3350,₹1200+,55,1
Burger Town,Jaipur,Fast Food,4.9,"Loved it, definitely coming back!",2024-08-26,26.893480795873185,75.77205194666429,Zone B,4416,₹400-₹700,27,47
Spice Villa,Bangalore,Indian,3.2,"It was okay, nothing special.",2024-04-11,12.967193333502872,77.59615042902382,Zone C,3358,₹1200+,36,21
Pasta Point,Delhi,Mediterranean,5.0,Amazing food and great service!,2023-05-12,28.595943294996868,77.20366084296856,Zone A,4052,₹700-₹1200,44,12
Grill House,Pune,Indian,3.7,Just an ordinary meal.,2023-11-09,18.538358947211332,73.83784467657959,Zone A,3645,₹700-₹1200,37,64
Pizza Hub,Jaipur,Indian,4.2,Delicious and fresh meals every time.,2023-08-03,26.93227630429022,75.76929915432164,Zone A,3288,₹400-₹700,73,30
Pizza Hub,Hyderabad,Japanese,4.3,Fantastic taste and super friendly staff.,2023-08-16,17.40053800587963,78.46911591281844,Zone B,3056,₹400-₹700,34,27
Taco Fiesta,Mumbai,Mexican,4.4,"Loved it, definitely coming back!",2023-02-01,19.07947358738172,72.87000251893723,Zone B,2566,₹700-₹1200,48,49
Spice Villa,Delhi,Italian,5.0,"Loved it, definitely coming back!",2024-04-26,28.62164346443891,77.19325231249422,Zone A,3442,₹1200+,54,97
Pizza Hub,Jaipur,Fast Food,4.5,"Loved it, definitely coming back!",2024-12-24,26.909007513434428,75.79349077302469,Zone C,4301,₹700-₹1200,39,12
Pasta Point,Hyderabad,Fast Food,5.0,"Highly recommended, worth the price.",2024-02-27,17.381182539448407,78.48491168017586,Zone A,2216,₹400-₹700,43,80
Spice Villa,Hyderabad,Chinese,5.0,"Highly recommended, worth the price.",2023-03-30,17.402492622235414,78.47702249407861,Zone A,59,₹1200+,29,3
Cafe Bliss,Bangalore,Indian,3.4,"Decent experience, could be better.",2024-02-08,12.985708877654142,77.60432384051298,Zone C,4681,₹1200+,60,21
Taco Fiesta,Chennai,Fast Food,5.0,"Loved it, definitely coming back!",2024-09-10,13.083931889826594,80.27559818248686,Zone A,1365,₹1200+,37,48
Royal Biryani,Jaipur,Japanese,4.1,"Loved it, definitely coming back!",2023-06-13,26.89284518605205,75.76830186606982,Zone B,1560,₹1200+,44,99
Pasta Point,Delhi,Fast Food,5.0,"Loved it, definitely coming back!",2023-10-06,28.609446940170205,77.19264274383738,Zone A,1513,₹400-₹700,38,76
Sushi Bay,Pune,Indian,4.5,Fantastic taste and super friendly staff.,2023-09-08,18.52323517972488,73.84649630385266,Zone B,1941,₹400-₹700,67,46
Spice Villa,Jaipur,Mexican,5.0,Amazing food and great service!,2024-09-26,26.909396546589395,75.77018842856613,Zone A,4020,₹200-₹400,69,35
Spice Villa,Hyderabad,Indian,4.0,Amazing food and great service!,2024-01-26,17.368644927446095,78.46748750740902,Zone C,2745,₹1200+,67,54
Grill House,Pune,Mediterranean,5.0,"Loved it, definitely coming back!",2023-12-28,18.535256810034518,73.85750295888177,Zone A,422,₹1200+,53,25
Sushi Bay,Bangalore,Chinese,4.4,Fantastic taste and super friendly staff.,2024-03-22,12.983953568212119,77.57723989955896,Zone B,2767,₹1200+,59,84
Taco Fiesta,Bangalore,Cafe,4.6,"Highly recommended, worth the price.",2023-02-27,12.973150454073885,77.60236334474311,Zone A,2161,₹400-₹700,51,50
Pizza Hub,Jaipur,Japanese,4.9,"Loved it, definitely coming back!",2023-12-13,26.928278603257084,75.80175093283685,Zone B,2754,₹400-₹700,72,44
Cafe Bliss,Hyderabad,Japanese,4.4,"Highly recommended, worth the price.",2024-02-04,17.37198833651328,78.50527740653118,Zone C,2159,₹200-₹400,73,54
Spice Villa,Jaipur,Chinese,2.7,Just an ordinary meal.,2024-10-27,26.911433187273502,75.78233365364588,Zone C,4503,₹700-₹1200,42,86
Curry Corner,Kolkata,Fast Food,5.0,Fantastic taste and super friendly staff.,2023-11-22,22.574909645596964,88.34714329997243,Zone B,584,₹1200+,35,5
Spice Villa,Mumbai,Italian,5.0,Amazing food and great service!,2023-07-12,19.075499109262203,72.87339012733636,Zone A,1585,₹1200+,25,3
Curry Corner,Chennai,Mexican,4.5,"Highly recommended, worth the price.",2023-01-13,13.075552382087695,80.27912549077728,Zone B,3555,₹400-₹700,38,57
Spice Villa,Hyderabad,Chinese,4.1,"Highly recommended, worth the price.",2024-09-11,17.40013540773921,78.48432380503158,Zone C,3685,₹1200+,65,50
Grill House,Pune,Cafe,5.0,Delicious and fresh meals every time.,2023-02-28,18.53426747151846,73.85957321536186,Zone B,4959,₹1200+,22,28
Burger Town,Jaipur,Fast Food,5.0,Delicious and fresh meals every time.,2023-02-05,26.92091921521752,75.8015664067385,Zone A,2649,₹400-₹700,63,84
Grill House,Jaipur,Mediterranean,3.2,"Average place, food was fine.",2023-09-03,26.930936393027597,75.79045021200774,Zone C,3889,₹700-₹1200,62,51
Pasta Point,Chennai,Chinese,3.8,"Average place, food was fine.",2024-09-30,13.097300957457895,80.29049354306525,Zone C,2827,₹700-₹1200,60,81
Royal Biryani,Hyderabad,Japanese,5.0,"Highly recommended, worth the price.",2023-12-12,17.380460744957364,78.47696724732234,Zone A,1196,₹200-₹400,28,22
Sushi Bay,Kolkata,Japanese,3.3,"Decent experience, could be better.",2024-01-20,22.558363930884102,88.38084664135899,Zone C,4777,₹700-₹1200,57,59
Spice Villa,Mumbai,Mediterranean,5.0,"Highly recommended, worth the price.",2024-12-20,19.075100587673564,72.86929477540818,Zone A,4781,₹700-₹1200,35,54
